                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                  1.215,                0.87479,                 1.1542,                0.76769,                0.80958,                0.85938,                0.58529,                  1.139,                0.94657,                 1.1143,              0.0018436,              0.0018436,              0.0018436
                     81,                 1.7578,                0.95555,                 1.1582,                0.74506,                0.80178,                0.85015,                0.61225,                 1.0777,                 1.0055,                 1.0972,              0.0018416,              0.0018416,              0.0018416
                     82,                 1.2341,                0.88142,                 1.1153,                0.74506,                0.80178,                0.85015,                0.61225,                 1.0777,                 1.0055,                 1.0972,              0.0018396,              0.0018396,              0.0018396
                     83,                 1.3934,                 0.9253,                 1.1473,                0.76101,                0.88641,                0.85891,                0.60978,                0.97543,                 1.1076,                  1.058,              0.0018376,              0.0018376,              0.0018376
                     84,                 1.1925,                0.88746,                  1.136,                0.76101,                0.88641,                0.85891,                0.60978,                0.97543,                 1.1076,                  1.058,              0.0018357,              0.0018357,              0.0018357
                     85,                 1.2269,                0.92867,                 1.2006,                  0.646,                0.89532,                0.66978,                0.46354,                 1.0283,                  1.304,                 1.0812,              0.0018337,              0.0018337,              0.0018337
                     86,                 1.2286,                0.88851,                 1.1412,                  0.646,                0.89532,                0.66978,                0.46354,                 1.0283,                  1.304,                 1.0812,              0.0018317,              0.0018317,              0.0018317
                     87,                 1.2511,                0.94186,                 1.1356,                0.73568,                0.85969,                 0.8553,                0.58789,                 1.1473,                 1.0615,                  1.111,              0.0018297,              0.0018297,              0.0018297
                     88,                 1.1693,                0.86604,                 1.1256,                0.73568,                0.85969,                 0.8553,                0.58789,                 1.1473,                 1.0615,                  1.111,              0.0018277,              0.0018277,              0.0018277
                     89,                 1.1329,                0.85544,                 1.1313,                0.79501,                0.86192,                0.90491,                0.62015,                 1.1145,                0.89517,                 1.0921,              0.0018258,              0.0018258,              0.0018258
                     90,                 1.1257,                0.82939,                 1.0846,                0.79501,                0.86192,                0.90491,                0.62015,                 1.1145,                0.89517,                 1.0921,              0.0018238,              0.0018238,              0.0018238
                     91,                 1.0834,                 0.8773,                 1.1459,                0.84813,                0.84574,                 0.9156,                0.68831,                0.91568,                0.92584,                 1.0136,              0.0018218,              0.0018218,              0.0018218
                     92,                 1.0116,                0.79897,                 1.0617,                0.84813,                0.84574,                 0.9156,                0.68831,                0.91568,                0.92584,                 1.0136,              0.0018198,              0.0018198,              0.0018198
                     93,                  1.042,                0.78262,                 1.0675,                0.82241,                0.84633,                0.90039,                0.66359,                0.94631,                 1.0286,                 1.0162,              0.0018178,              0.0018178,              0.0018178
