                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                 1.2347,                0.91232,                 1.1884,                0.76992,                0.83472,                0.85944,                0.56336,                 1.2292,                 1.0024,                 1.2472,              0.0018456,              0.0018456,              0.0018456
                     80,                 1.0995,                0.85215,                 1.1439,                0.76992,                0.83472,                0.85944,                0.56336,                 1.2292,                 1.0024,                 1.2472,              0.0018436,              0.0018436,              0.0018436
                     81,                 1.5257,                0.92858,                 1.1282,                0.72652,                0.84187,                0.85604,                0.53371,                 1.2754,                0.97753,                 1.2349,              0.0018416,              0.0018416,              0.0018416
                     82,                 1.2594,                0.95688,                 1.1319,                0.72652,                0.84187,                0.85604,                0.53371,                 1.2754,                0.97753,                 1.2349,              0.0018396,              0.0018396,              0.0018396
                     83,                 1.3875,                0.99054,                 1.1656,                0.78779,                0.85301,                0.88509,                0.58002,                 1.1724,                0.90259,                 1.2041,              0.0018376,              0.0018376,              0.0018376
                     84,                 1.1283,                0.90951,                 1.1455,                0.78779,                0.85301,                0.88509,                0.58002,                 1.1724,                0.90259,                 1.2041,              0.0018357,              0.0018357,              0.0018357
                     85,                 1.1816,                 1.0204,                 1.2148,                0.82776,                0.85078,                0.91515,                0.66365,                 1.0704,                0.83441,                 1.1697,              0.0018337,              0.0018337,              0.0018337
                     86,                 1.2149,                 0.9091,                   1.17,                0.82776,                0.85078,                0.91515,                0.66365,                 1.0704,                0.83441,                 1.1697,              0.0018317,              0.0018317,              0.0018317
                     87,                 1.2502,                0.91552,                 1.1402,                0.80981,                0.83519,                0.89164,                0.65947,                 1.0164,                0.83605,                  1.142,              0.0018297,              0.0018297,              0.0018297
                     88,                 1.2021,                0.92962,                 1.1506,                0.80981,                0.83519,                0.89164,                0.65947,                 1.0164,                0.83605,                  1.142,              0.0018277,              0.0018277,              0.0018277
                     89,                 1.1222,                0.90482,                 1.1642,                0.80874,                0.85078,                0.89687,                0.65104,                 1.0458,                0.82843,                 1.1441,              0.0018258,              0.0018258,              0.0018258
                     90,                 1.1669,                0.92933,                 1.1341,                0.80874,                0.85078,                0.89687,                0.65104,                 1.0458,                0.82843,                 1.1441,              0.0018238,              0.0018238,              0.0018238
                     91,                 1.1756,                0.94792,                 1.2211,                0.80514,                0.89532,                 0.9103,                0.64844,                 1.0884,                0.81072,                 1.1443,              0.0018218,              0.0018218,              0.0018218
                     92,                 1.1235,                0.87572,                 1.1127,                0.80514,                0.89532,                 0.9103,                0.64844,                 1.0884,                0.81072,                 1.1443,              0.0018198,              0.0018198,              0.0018198
                     93,                 1.1524,                0.84833,                 1.1233,                0.81331,                0.85381,                0.90342,                0.67704,                0.99717,                0.82176,                 1.1334,              0.0018178,              0.0018178,              0.0018178
                     94,                 1.0603,                0.88016,                 1.1561,                0.81331,                0.85381,                0.90342,                0.67704,                0.99717,                0.82176,                 1.1334,              0.0018159,              0.0018159,              0.0018159
                     95,                 1.1065,                 0.8845,                 1.1704,                0.82038,                0.88496,                0.91852,                0.69977,                0.94478,                0.79205,                 1.1088,              0.0018139,              0.0018139,              0.0018139
                     96,                 1.1088,                0.84085,                 1.0993,                0.82038,                0.88496,                0.91852,                0.69977,                0.94478,                0.79205,                 1.1088,              0.0018119,              0.0018119,              0.0018119
                     97,                 1.0564,                0.87032,                 1.1323,                0.82441,                0.87082,                0.92342,                0.69445,                0.96228,                0.79625,                 1.0941,              0.0018099,              0.0018099,              0.0018099
                     98,                 1.1166,                0.86043,                 1.0853,                0.82441,                0.87082,                0.92342,                0.69445,                0.96228,                0.79625,                 1.0941,              0.0018079,              0.0018079,              0.0018079
                     99,                 1.1289,                0.87189,                  1.163,                0.84245,                0.84187,                0.92094,                0.62061,                 1.1356,                0.84647,                 1.1192,               0.001806,               0.001806,               0.001806
                    100,                 1.0915,                0.89676,                 1.1607,                0.84245,                0.84187,                0.92094,                0.62061,                 1.1356,                0.84647,                 1.1192,               0.001804,               0.001804,               0.001804
                    101,                 1.0957,                0.83406,                 1.1284,                0.84524,                 0.8441,                0.92229,                0.64065,                  1.036,                 0.8165,                 1.0917,               0.001802,               0.001802,               0.001802
                    102,                 1.0368,                0.84889,                 1.1055,                0.84524,                 0.8441,                0.92229,                0.64065,                  1.036,                 0.8165,                 1.0917,                 0.0018,                 0.0018,                 0.0018
                    103,                 1.0389,                0.81282,                 1.0906,                 0.8304,                0.86145,                0.92238,                0.70645,                 0.9242,                0.77801,                 1.0678,               0.001798,               0.001798,               0.001798
                    104,                 1.0973,                0.80712,                 1.0615,                 0.8304,                0.86145,                0.92238,                0.70645,                 0.9242,                0.77801,                 1.0678,              0.0017961,              0.0017961,              0.0017961
                    105,                 1.1046,                0.88445,                 1.0871,                  0.851,                0.83964,                0.91933,                0.69346,                0.94403,                0.78597,                 1.0762,              0.0017941,              0.0017941,              0.0017941
                    106,                 1.0804,                0.80603,                 1.1298,                  0.851,                0.83964,                0.91933,                0.69346,                0.94403,                0.78597,                 1.0762,              0.0017921,              0.0017921,              0.0017921
                    107,                 1.0532,                0.80583,                 1.0964,                 0.8286,                0.84855,                0.90743,                0.66198,                0.98127,                0.80981,                 1.0844,              0.0017901,              0.0017901,              0.0017901
                    108,                0.99496,                0.82675,                 1.0447,                 0.8286,                0.84855,                0.90743,                0.66198,                0.98127,                0.80981,                 1.0844,              0.0017881,              0.0017881,              0.0017881
