                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    136,                0.89846,                0.73314,                 1.0312,                0.84317,                0.87751,                0.92427,                0.71242,                0.89157,                0.72546,                 1.0225,              0.0017327,              0.0017327,              0.0017327
                    137,                 0.9023,                0.74482,                 1.0466,                0.84327,                0.88196,                0.91151,                 0.7235,                0.79527,                0.72896,                 1.0066,              0.0017307,              0.0017307,              0.0017307
                    138,                  1.058,                0.79702,                 1.0282,                0.84327,                0.88196,                0.91151,                 0.7235,                0.79527,                0.72896,                 1.0066,              0.0017287,              0.0017287,              0.0017287
                    139,                0.88224,                0.72579,                 1.0334,                  0.815,                0.92231,                0.93668,                0.69644,                0.91956,                0.70593,                 1.0306,              0.0017268,              0.0017268,              0.0017268
                    140,                0.93356,                0.73723,                 1.0661,                  0.815,                0.92231,                0.93668,                0.69644,                0.91956,                0.70593,                 1.0306,              0.0017248,              0.0017248,              0.0017248
                    141,                 0.9053,                 0.7182,                   1.01,                0.78019,                0.87973,                0.90546,                0.68394,                0.88684,                0.72857,                 1.0286,              0.0017228,              0.0017228,              0.0017228
                    142,                0.86195,                0.70739,                 1.0056,                0.78019,                0.87973,                0.90546,                0.68394,                0.88684,                0.72857,                 1.0286,              0.0017208,              0.0017208,              0.0017208
                    143,                 0.8889,                0.73793,                 1.0171,                0.81078,                0.88864,                0.92711,                0.72944,                0.83484,                0.69472,                 1.0058,              0.0017188,              0.0017188,              0.0017188
                    144,                0.94706,                0.72643,                 1.0397,                0.81078,                0.88864,                0.92711,                0.72944,                0.83484,                0.69472,                 1.0058,              0.0017169,              0.0017169,              0.0017169
                    145,                 0.8768,                0.70446,                0.99908,                0.85674,                0.86572,                0.90844,                0.69995,                0.92591,                0.75366,                 1.0089,              0.0017149,              0.0017149,              0.0017149
                    146,                0.91194,                0.71939,                 1.0428,                0.85674,                0.86572,                0.90844,                0.69995,                0.92591,                0.75366,                 1.0089,              0.0017129,              0.0017129,              0.0017129
                    147,                0.91739,                0.73172,                 1.0354,                0.85369,                 0.8837,                 0.9304,                0.73307,                0.84293,                0.70039,                0.98637,              0.0017109,              0.0017109,              0.0017109
                    148,                0.81992,                0.64832,                0.99306,                0.85369,                 0.8837,                 0.9304,                0.73307,                0.84293,                0.70039,                0.98637,              0.0017089,              0.0017089,              0.0017089
                    149,                0.87883,                0.65142,                0.98844,                0.83305,                0.90423,                0.92946,                0.74738,                0.73623,                0.65837,                 0.9755,               0.001707,               0.001707,               0.001707
                    150,                0.82731,                0.72046,                  1.005,                0.83305,                0.90423,                0.92946,                0.74738,                0.73623,                0.65837,                 0.9755,               0.001705,               0.001705,               0.001705
                    151,                0.90049,                0.74491,                 1.0131,                0.83416,                0.89978,                0.93129,                 0.7375,                0.76807,                0.68266,                 0.9752,               0.001703,               0.001703,               0.001703
                    152,                 0.8257,                0.67343,                0.97728,                0.83416,                0.89978,                0.93129,                 0.7375,                0.76807,                0.68266,                 0.9752,               0.001701,               0.001701,               0.001701
                    153,                0.92597,                0.71222,                0.98274,                0.85698,                0.86747,                0.92655,                0.70892,                0.93444,                0.78705,                0.99768,               0.001699,               0.001699,               0.001699
